record_id,source_csv_line,isotope,state_label,symbol,A,Z,N,is_parenthesized,mass_number_uncertain,Qalpha_MeV,Ealpha_MeV,Qalpha_err_MeV,Qalpha_estimated,Qalpha_is_experimental,qalpha_estimated_used,Qalpha_qualifier,T_alpha_half_s,T_alpha_half_err_plus_s,T_alpha_half_err_minus_s,T_alpha_half_qualifier,T_half_s,b_alpha_percent,b_SF_percent,T_SF_half_s,decay_modes_raw,alpha_daughter,alpha_daughter_population_raw,partial_half_life_reconstructed_s,partial_half_life_consistent,nonexperimental_fields,eligible_for_hf,calculation_status,cell_record_index,cell_record_count,duplicate_nz_cell,l_assumed
source-row-0126,126,261Bh,,Bh,261,107,154,False,False,10.16,,,False,True,False,approx,0.0118,0.0039,0.0024,approx,0.0118,100,,,"alpha, SF",,,0.0118,True,,True,ok,1,1,False,0
source-row-0127,127,262Bh,,Bh,262,107,155,False,True,10.08,,,False,True,False,approx,0.096,0.018,0.013,approx,0.096,100,,,"alpha, SF",,,0.096,True,,True,ok,1,2,True,0
source-row-0128,128,262Bh,,Bh,262,107,155,False,True,10.55,,,False,True,False,approx,0.021,0.008,0.005,approx,0.021,100,,,"alpha, SF",,,0.021,True,,True,ok,2,2,True,0
source-row-0129,129,264Bh,,Bh,264,107,157,False,False,9.86,,0.15,True,False,True,,1.1511627907,0.267441860465,0.209302325581,,0.99,86,14,7.07142857143,"alpha, SF",,,1.1511627907,True,Qalpha,True,ok,1,1,False,0
source-row-0130,130,265Bh,,Bh,265,107,158,False,False,9.66,,0.21,True,False,True,,0.94,0.7,0.31,,0.94,100,,,alpha,,,0.94,True,Qalpha;Jpi,True,ok,1,1,False,0
source-row-0131,131,266Bh,,Bh,266,107,159,False,False,9.43,,0.08,True,False,True,,10,2.7,1.6,,10,100,,,"alpha, EC, SF",,,10,True,Qalpha,True,ok,1,1,False,0
source-row-0132,132,267Bh,,Bh,267,107,160,False,False,9.23,,0.2,True,False,True,,16,7,4,,16,100,,,alpha,,,16,True,Qalpha;Jpi,True,ok,1,1,False,0
source-row-0133,133,270Bh,,Bh,270,107,163,False,False,9.06,,0.1,False,True,False,,144,264,54,approx,144,100,,,alpha,,,144,True,,True,ok,1,1,False,0
source-row-0134,134,271Bh,,Bh,271,107,164,False,False,9.42,,0.09,False,True,False,,2.9,2.2,0.9,,2.9,100,,,alpha,,,2.9,True,,True,ok,1,1,False,0
source-row-0135,135,272Bh,,Bh,272,107,165,False,False,9.3,,0.05,False,True,False,,8.8,0.7,0.7,,8.8,100,,,alpha,,,8.8,True,,True,ok,1,1,False,0
source-row-0136,136,274Bh,,Bh,274,107,167,False,False,8.94,,0.06,False,True,False,,44,34,13,,44,100,,,alpha,,,44,True,,True,ok,1,1,False,0
source-row-0137,137,263Hs,,Hs,263,108,155,False,False,10.73,,0.08,False,True,False,,0.00074,0.00048,0.00021,,0.00074,100,,,"alpha, SF",,,0.00074,True,Jpi,True,ok,1,1,False,0
source-row-0138,138,264Hs,,Hs,264,108,156,False,False,10.591,,0.02,False,True,False,,0.0009,0.000485714285714,0.000228571428571,,0.00063,70,30,0.0021,"alpha, SF",,,0.0009,True,,True,ok,1,1,False,0
source-row-0139,139,265Hs,,Hs,265,108,157,False,False,10.47,,0.015,False,True,False,,0.0019,0.0002,0.0001,,0.0019,100,,,"alpha, SF",,,0.0019,True,Jpi,True,ok,1,1,False,0
source-row-0140,140,266Hs,,Hs,266,108,158,False,False,10.346,,0.016,False,True,False,,0.000973684210526,0.000631578947368,0.000276315789474,,0.00074,76,24,0.00308333333333,"alpha, SF",,,0.000973684210526,True,,True,ok,1,1,False,0
source-row-0141,141,267Hs,,Hs,267,108,159,False,False,10.038,,0.013,False,True,False,,0.06625,0.015,0.01,<,0.053,80,,,"alpha, SF",,,0.06625,True,,True,ok,1,1,False,0
source-row-0142,142,268Hs,,Hs,268,108,160,False,False,9.623,,0.016,False,True,False,,0.4,1.8,0.2,approx,0.4,100,,,alpha,,,0.4,True,,True,ok,1,1,False,0
source-row-0143,143,269Hs,,Hs,269,108,161,False,False,9.34,,0.04,False,True,False,,13,10,4,,13,100,,,alpha,,,13,True,Jpi,True,ok,1,1,False,0
source-row-0144,144,270Hs,,Hs,270,108,162,False,False,9.07,,0.04,False,True,False,,7.6,4.9,2.2,,7.6,100,,,"alpha, SF",,,7.6,True,,True,ok,1,1,False,0
source-row-0145,145,271Hs,,Hs,271,108,163,False,False,9.48,,0.02,False,True,False,,,,,,7.1,,,,alpha,,,,,,False,missing_T_alpha_half_s,1,1,False,0
source-row-0146,146,272Hs,,Hs,272,108,164,False,False,9.772,,0.021,False,True,False,,0.16,0.19,0.06,,0.16,100,,,alpha,,,0.16,True,,True,ok,1,1,False,0
source-row-0147,147,273Hs,,Hs,273,108,165,False,False,9.65,,0.06,False,True,False,,0.51,0.3,0.13,,0.51,100,,,"alpha, SF",,,0.51,True,,True,ok,1,1,False,0
source-row-0148,148,275Hs,,Hs,275,108,167,False,False,9.45,,0.05,False,True,False,,0.168539325843,0.303370786517,0.0674157303371,<,0.15,89,11,1.36363636364,"alpha, SF",,,0.168539325843,True,,True,ok,1,1,False,0
source-row-0149,149,277Hs,,Hs,277,108,169,False,False,9.03,,0.2,True,False,True,,,,,,0.003,,100,0.003,"alpha, SF",,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0150,150,266Mt,,Mt,266,109,157,False,False,10.996,,0.025,False,True,False,,0.0017,0.0006,0.0004,approx,0.0017,100,,,"alpha, SF",,,0.0017,True,,True,ok,1,1,False,0
source-row-0151,151,268Mt,,Mt,268,109,159,False,False,10.77,,0.15,False,True,False,,0.021,0.008,0.005,,0.021,100,,,alpha,,,0.021,True,,True,ok,1,1,False,0
source-row-0152,152,270Mt,,Mt,270,109,161,False,False,10.181,,0.05,False,True,False,,0.48,0.66,0.18,approx,0.48,100,,,alpha,,,0.48,True,,True,ok,1,1,False,0
source-row-0153,153,274Mt,,Mt,274,109,165,False,False,10.6,,0.23,True,False,True,,0.64,0.76,0.23,approx,0.64,100,,,"alpha, SF",,,0.64,True,Qalpha,True,ok,1,1,False,0
source-row-0154,154,275Mt,,Mt,275,109,166,False,False,10.48,,0.05,False,True,False,,0.02,0.013,0.006,,0.02,100,,,alpha,,,0.02,True,,True,ok,1,1,False,0
source-row-0155,155,276Mt,,Mt,276,109,167,False,False,10.1,,0.01,False,True,False,,0.62,0.06,0.04,,0.62,100,,,alpha,,,0.62,True,,True,ok,1,1,False,0
source-row-0156,156,277Mt,,Mt,277,109,168,False,False,9.9,,0.1,True,False,True,,,,,,0.0039,,100,0.0039,SF,,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0157,157,278Mt,,Mt,278,109,169,False,False,9.58,,0.03,False,True,False,,4.5,3.5,1.3,,4.5,100,,,"alpha, SF",,,4.5,True,,True,ok,1,1,False,0
source-row-0158,158,267Ds,,Ds,267,110,157,False,False,11.78,,0.05,False,True,False,,2.8e-06,1.33e-05,1e-07,uncertain,2.8e-06,100,,,alpha ?,,,2.8e-06,True,,True,ok,1,1,False,0
source-row-0159,159,269Ds,,Ds,269,110,159,False,False,11.51,,0.03,False,True,False,,0.00017,0.00016,6e-05,,0.00017,100,,,alpha,,,0.00017,True,,True,ok,1,1,False,0
source-row-0160,160,270Ds,,Ds,270,110,160,False,False,11.117,,0.028,False,True,False,,0.0002,7e-05,4e-05,,0.0002,100,,,"alpha, SF",,,0.0002,True,,True,ok,1,1,False,0
source-row-0161,161,271Ds,,Ds,271,110,161,False,False,10.87,,0.018,False,True,False,,0.00163,0.00044,2e-05,,0.00163,100,,,alpha,,,0.00163,True,,True,ok,1,1,False,0
source-row-0162,162,273Ds^a,a,Ds,273,110,163,False,False,11.0519330855,10.89,0.0202973977695,False,True,False,,0.01734,0.03155,0.00683,,0.01734,100,,,alpha,269Hs,269Hs:100% (within alpha branch),0.01734,True,,True,ok,1,2,True,0
source-row-0163,163,273Ds^m,,Ds,273,110,163,False,False,11.33,,0.02,False,True,False,,0.00016,8e-05,5e-05,,0.00016,100,,,alpha,,,0.00016,True,,True,ok,2,2,True,0
source-row-0164,164,275Ds,,Ds,275,110,165,False,False,11.37,,0.02,False,True,False,,0.00043,0.00029,0.00012,,0.00043,100,,,alpha,,,0.00043,True,,True,ok,1,1,False,0
source-row-0165,165,276Ds,,Ds,276,110,166,False,False,10.904,,0.028,False,True,False,,0.000348837209302,0.000232558139535,9.3023255814e-05,,0.00015,43,57,0.000263157894737,"alpha, SF",,,0.000348837209302,True,,True,ok,1,1,False,0
source-row-0166,166,277Ds,,Ds,277,110,167,False,False,10.71,,0.04,False,True,False,,0.0035,0.0021,0.0009,,0.0035,100,,,"alpha, SF",,,0.0035,True,,True,ok,1,1,False,0
source-row-0167,167,279Ds,,Ds,279,110,169,False,False,9.827,,0.015,True,False,True,,1.43076923077,0.161538461538,0.130769230769,,0.186,13,87,0.213793103448,"alpha, SF",,,1.43076923077,True,Qalpha,True,ok,1,1,False,0
source-row-0168,168,280Ds,,Ds,280,110,170,False,False,9.71,,0.2,True,False,True,,,,,,0.36,,100,0.36,SF,,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0169,169,281Ds,,Ds,281,110,171,False,False,9.47,,0.21,True,False,True,,130,45,27,,13,10,90,14.4444444444,"alpha, SF",,,130,True,Qalpha,True,ok,1,1,False,0
source-row-0170,170,272Rg,,Rg,272,111,161,False,False,11.197,,0.013,False,True,False,,0.0038,0.0014,0.0008,,0.0038,100,,,alpha,,,0.0038,True,,True,ok,1,1,False,0
source-row-0171,171,274Rg,,Rg,274,111,163,False,False,11.48,,0.09,False,True,False,,0.012,0.017,0.005,,0.012,100,,,alpha,,,0.012,True,,True,ok,1,1,False,0
source-row-0172,172,278Rg,,Rg,278,111,167,False,False,10.85,,0.1,False,True,False,,0.0046,0.0055,0.0016,approx,0.0046,100,,,"alpha, SF",,,0.0046,True,,True,ok,1,1,False,0
source-row-0173,173,279Rg,,Rg,279,111,168,False,False,10.53,,0.17,False,True,False,,0.103448275862,0.0689655172414,0.0287356321839,,0.09,87,13,0.692307692308,"alpha, SF",,,0.103448275862,True,,True,ok,1,1,False,0
source-row-0174,174,280Rg,,Rg,280,111,169,False,False,10.149,,0.01,False,True,False,,3.9,0.3,0.3,,3.9,100,,,alpha,,,3.9,True,,True,ok,1,1,False,0
source-row-0175,175,281Rg,,Rg,281,111,170,False,False,9.9,,0.4,True,False,True,,78.5714285714,21.4285714286,7.14285714286,,11,14,88,12.5,"alpha, SF",,,78.5714285714,True,Qalpha,True,ok,1,1,False,0
source-row-0176,176,282Rg,,Rg,282,111,171,False,False,9.55,,0.1,True,False,True,,100,70,30,approx,100,100,,,"alpha, SF",,,100,True,Qalpha,True,ok,1,1,False,0
source-row-0177,177,277Cn,,Cn,277,112,165,False,False,11.62,,0.06,False,True,False,,0.00061,0.00046,0.00018,,0.00061,100,,,alpha,,,0.00061,True,,True,ok,1,1,False,0
source-row-0178,178,280Cn,,Cn,280,112,168,False,False,10.69,,0.2,True,False,True,,,,,,1e-05,,100,1e-05,SF,,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0179,179,281Cn,,Cn,281,112,169,False,False,10.43,,0.06,False,True,False,,0.18,0.1,0.05,,0.18,100,,,"alpha, SF",,,0.18,True,,True,ok,1,1,False,0
source-row-0180,180,282Cn,,Cn,282,112,170,False,False,10.15,,0.2,True,False,True,,,,,,0.00083,,100,0.00083,"alpha, SF",,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0181,181,283Cn,,Cn,283,112,171,False,False,9.667,,0.015,False,True,False,,4.23333333333,0.5,0.4,<,3.81,90,10,38.1,"alpha, SF",,,4.23333333333,True,,True,ok,1,1,False,0
source-row-0182,182,284Cn,,Cn,284,112,172,False,False,9.46,,0.01,False,True,False,,4.9,1,0.7,,0.098,2,98,0.1,"alpha, SF",,,4.9,True,,True,ok,1,1,False,0
source-row-0183,183,285Cn,,Cn,285,112,173,False,False,9.32,,0.02,False,True,False,,33,10,6,,33,100,,,alpha,,,33,True,,True,ok,1,1,False,0
source-row-0184,184,286Cn,,Cn,286,112,174,True,False,9.24,,0.76,True,False,True,,8.4,40.5,3.9,,8.4,100,,,"(alpha, SF)",,,8.4,True,Qalpha,True,ok,1,1,False,0
source-row-0185,185,278Nh,,Nh,278,113,165,False,False,11.99,,0.08,False,True,False,,0.002,0.0027,0.0007,,0.002,100,,,alpha,,,0.002,True,,True,ok,1,1,False,0
source-row-0186,186,282Nh,,Nh,282,113,169,False,False,10.78,,0.08,False,True,False,,0.061,0.073,0.022,,0.061,100,,,alpha,,,0.061,True,,True,ok,1,1,False,0
source-row-0187,187,283Nh,,Nh,283,113,170,False,False,10.35,,0.04,False,True,False,,0.123,0.08,0.035,,0.123,100,,,alpha,,,0.123,True,,True,ok,1,1,False,0
source-row-0188,188,284Nh,,Nh,284,113,171,False,False,10.28,,0.04,False,True,False,,0.9,0.07,0.06,,0.9,100,,,alpha,,,0.9,True,,True,ok,1,1,False,0
source-row-0189,189,285Nh,,Nh,285,113,172,False,False,10.01,,0.04,False,True,False,,2.56097560976,0.731707317073,0.365853658537,,2.1,82,18,11.6666666667,"alpha, SF",,,2.56097560976,True,,True,ok,1,1,False,0
source-row-0190,190,286Nh,,Nh,286,113,173,False,False,9.79,,0.05,False,True,False,,9.5,6.3,2.7,,9.5,100,,,alpha,,,9.5,True,,True,ok,1,1,False,0
source-row-0191,191,284Fl,,Fl,284,114,170,False,False,10.721,,0.017,False,True,False,,0.0104166666667,0.005,0.0025,,0.0025,24,76,0.00328947368421,"alpha, SF",,,0.0104166666667,True,,True,ok,1,1,False,0
source-row-0192,192,285Fl,,Fl,285,114,171,False,False,10.56,,0.07,False,True,False,,0.1,0.06,0.03,,0.1,100,,,alpha,,,0.1,True,,True,ok,1,1,False,0
source-row-0193,193,286Fl,,Fl,286,114,172,False,False,10.335,,0.01,False,True,False,,0.2625,0.0425,0.0325,,0.105,40,60,0.175,"alpha, SF",,,0.2625,True,,True,ok,1,1,False,0
source-row-0194,194,287Fl,,Fl,287,114,173,False,False,10.157,,0.015,False,True,False,,0.514285714286,0.0642857142857,0.0514285714286,<,0.36,70,,,alpha,,,0.514285714286,True,,True,ok,1,1,False,0
source-row-0195,195,288Fl,,Fl,288,114,174,False,False,10.076,,0.012,False,True,False,,0.64,0.14,0.1,,0.64,100,,,"alpha, SF",,,0.64,True,,True,ok,1,1,False,0
source-row-0196,196,289Fl,,Fl,289,114,175,False,False,9.95,,0.07,False,True,False,,2.4,0.8,0.5,,2.4,100,,,alpha,,,2.4,True,,True,ok,1,1,False,0
source-row-0197,197,290Fl,,Fl,290,114,176,True,False,9.86,,0.03,False,True,False,,0.46,,,<,0.46,100,,,(alpha),,,0.46,True,,True,ok,1,1,False,0
source-row-0198,198,286Mc,,Mc,286,115,171,False,False,10.86,,0.02,False,True,False,,0.02,0.098,0.009,,0.02,100,,,alpha,,,0.02,True,,True,ok,1,1,False,0
source-row-0199,199,287Mc,,Mc,287,115,172,False,False,10.76,,0.07,False,True,False,,0.038,0.022,0.01,,0.038,100,,,alpha,,,0.038,True,,True,ok,1,1,False,0
source-row-0200,200,288Mc,,Mc,288,115,173,False,False,10.65,,0.05,False,True,False,,0.193,0.015,0.013,,0.193,100,,,alpha,,,0.193,True,,True,ok,1,1,False,0
source-row-0201,201,289Mc,,Mc,289,115,174,False,False,10.49,,0.05,False,True,False,,0.25,0.051,0.035,,0.25,100,,,"alpha, SF",,,0.25,True,,True,ok,1,1,False,0
source-row-0202,202,290Mc,,Mc,290,115,175,False,False,10.41,,0.04,False,True,False,,0.65,0.49,0.2,,0.65,100,,,alpha,,,0.65,True,,True,ok,1,1,False,0
source-row-0203,203,288Lv,,Lv,288,116,172,False,False,11.24,,0.015,False,True,False,,0.002,0.0023,0.0007,,0.002,100,,,alpha,,,0.002,True,,True,ok,1,1,False,0
source-row-0204,204,289Lv,,Lv,289,116,173,False,False,11.057,,0.015,False,True,False,,0.0024,0.0044,0.0009,,0.0024,100,,,alpha,,,0.0024,True,,True,ok,1,1,False,0
source-row-0205,205,290Lv,,Lv,290,116,174,False,False,11,,0.06,False,True,False,,0.0083,0.0035,0.0019,,0.0083,100,,,"alpha, SF",,,0.0083,True,,True,ok,1,1,False,0
source-row-0206,206,291Lv,,Lv,291,116,175,False,False,10.89,,0.09,False,True,False,,0.019,0.017,0.006,approx,0.019,100,,,"alpha, SF",,,0.019,True,,True,ok,1,1,False,0
source-row-0207,207,292Lv,,Lv,292,116,176,False,False,10.791,,0.012,False,True,False,,0.013,0.007,0.004,approx,0.013,100,,,"alpha, SF",,,0.013,True,,True,ok,1,1,False,0
source-row-0208,208,293Lv,,Lv,293,116,177,False,False,10.68,,0.06,False,True,False,,0.057,0.043,0.017,,0.057,100,,,alpha,,,0.057,True,,True,ok,1,1,False,0
source-row-0209,209,293Ts,,Ts,293,117,176,False,False,11.32,,0.05,False,True,False,,0.022,0.008,0.004,,0.022,100,,,alpha,,,0.022,True,,True,ok,1,1,False,0
source-row-0210,210,294Ts,,Ts,294,117,177,False,False,11.18,,0.04,False,True,False,,0.051,0.038,0.016,,0.051,100,,,alpha,,,0.051,True,,True,ok,1,1,False,0
source-row-0211,211,294Og,,Og,294,118,176,False,False,11.87,,0.03,False,True,False,,0.00058,0.00044,0.00018,,0.00058,100,,,"alpha, SF",,,0.00058,True,,True,ok,1,1,False,0
